author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,coordinates_of_underground
real_estate_agent,2,6,1,9.6,3090000.0,Северное Измайлово,Сиреневый бульвар,Щёлковская,"(55.809962, 37.798261)"
developer,24,48,1,35.3,15428006.0,Покровское-Стрешнево,Вишневая ,Тушинская,"(55.825479, 37.437024)"
real_estate_agent,2,12,1,35.8,11499999.0,Академический, Винокурова,Академическая,"(55.687147, 37.5723)"
developer,21,27,1,38.2,16693400.0,Щукино, Берзарина,Щукинская,"(55.8094, 37.463241)"
realtor,5,12,1,35.0,14490000.0,Войковский,3-я Радиаторская ,Войковская,"(55.818923, 37.497791)"
developer,10,37,1,43.0,22489000.0,Останкинский, Годовикова,Алексеевская,"(55.807794, 37.638699)"
realtor,4,5,1,20.0,4999999.0,Марфино,Гостиничная ,Окружная,"(55.844748, 37.575531)"
realtor,9,9,1,35.5,13790000.0,Кунцево,Молдавская ,Кунцевская,"(55.728707, 37.445985)"
real_estate_agent,6,9,1,32.6,9700000.0,Ховрино,Клинская ,Грачёвская,"(55.869444, 37.509167)"
developer,4,21,1,53.7,29689999.0,Беговой, 1-я Ямского Поля,Белорусская,"(55.777439, 37.582107)"
real_estate_agent,1,14,1,24.1,5880000.0,Солнцево,Боровский проезд,Солнечная,"(55.656944, 37.383611)"
representative_developer,21,25,1,59.6,24419140.0,Покровское-Стрешнево,бульвар Небесный,Тушинская,"(55.825479, 37.437024)"
real_estate_agent,1,5,1,21.0,5500000.0,Пресненский,Новопресненский переулок,Краснопресненская,"(55.760378, 37.577114)"
developer,20,20,1,39.9,23385390.0,Аэропорт,Часовая ,Сокол,"(55.805564, 37.515245)"
real_estate_agent,4,17,1,39.0,12100000.0,Зюзино,Симферопольский бульвар,Севастопольская,"(55.651451, 37.59809)"
real_estate_agent,10,14,1,41.0,10500000.0,Зябликово,Кустанайская ,Красногвардейская,"(55.614075, 37.742697)"
developer,7,8,1,49.5,36679500.0,Гагаринский,м. Ленинский проспект,Ленинский проспект,"(55.70678, 37.58499)"
real_estate_agent,13,17,1,37.6,14500000.0,Обручевский, Наметкина,Новые Черёмушки,"(55.670077, 37.554493)"
developer,11,14,1,49.3,33040000.0,Раменки,проспект Генерала Дорохова,Минская,"(55.723947, 37.497872)"
realtor,2,16,1,37.8,13300000.0,Марьино, Маршала Голованова,Марьино,"(55.649158, 37.743844)"
developer,3,26,1,49.37,39673732.0,Пресненский,к2.1,Белорусская,"(55.777439, 37.582107)"
real_estate_agent,4,5,1,35.3,11600000.0,Марфино,Малая Ботаническая ,Фонвизинская,"(55.822778, 37.588056)"
realtor,8,20,1,33.7,13500000.0,Очаково-Матвеевское,Озерная ,Озёрная,"(55.6698, 37.4495)"
developer,6,39,1,40.72,15800706.0,Западное Дегунино,Северный ао,Селигерская,"(55.866556, 37.547117)"
realtor,11,17,1,37.0,15850000.0,Крылатское,Осенний бульвар,Крылатское,"(55.756842, 37.408139)"
developer,13,13,1,46.9,31727850.0,Арбат, Новый Арбат,Смоленская,"(55.747713, 37.583802)"
real_estate_agent,10,24,1,40.8,12600000.0,Нижегородский, Нижняя Хохловка,Нижегородская,"(55.731835, 37.729404)"
realtor,3,16,1,40.0,13499000.0,Строгино,Таллинская ,Строгино,"(55.803831, 37.402405)"
realtor,4,9,1,33.0,9200000.0,Ярославский,Ярославское шоссе,ВДНХ,"(55.819626, 37.640751)"
developer,1,20,1,59.34,28625616.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
realtor,4,9,1,38.0,13600000.0,Отрадное, Бестужевых,Отрадное,"(55.864273, 37.605066)"
real_estate_agent,4,5,1,33.0,12000000.0,Академический, Дмитрия Ульянова,Академическая,"(55.687147, 37.5723)"
real_estate_agent,8,9,1,32.4,10000000.0,Лефортово,Сторожевая ,Лефортово,"(55.764693, 37.706757)"
developer,9,17,1,69.5,39128500.0,Филевский парк, Василисы Кожиной,Филёвский парк,"(55.739665, 37.483902)"
real_estate_agent,11,16,1,36.8,14899000.0,Таганский,Вековая ,Площадь Ильича,"(55.747115, 37.680726)"
developer,7,58,1,41.3,21864880.0,Коньково,40-й кв-л,Калужская,"(55.656682, 37.540075)"
real_estate_agent,9,14,1,35.3,12500000.0,Сокол,Балтийская ,Сокол,"(55.805564, 37.515245)"
real_estate_agent,5,5,1,31.0,14900000.0,Дорогомилово,Студенческая ,Киевская,"(55.743117, 37.564132)"
developer,21,30,1,38.8,11804900.0,Черемушки, Наметкина,Воронцовская,"(55.658845, 37.539446)"
real_estate_agent,6,25,1,36.2,10950000.0,Митино,Муравская ,Пятницкое шоссе,"(55.853634, 37.353108)"
real_estate_agent,5,9,1,31.0,13600000.0,Филевский парк,Барклая ,Багратионовская,"(55.743544, 37.497042)"
real_estate_agent,5,7,1,52.7,19250000.0,Басманный,Нижняя Красносельская ,Бауманская,"(55.772405, 37.67904)"
developer,5,23,1,22.4,7445900.0,Отрадное,Сигнальный проезд,Владыкино,"(55.847222, 37.591944)"
real_estate_agent,19,22,1,41.8,12500000.0,Марьино,Перервинский бульвар,Братиславская,"(55.658817, 37.748415)"
real_estate_agent,3,16,1,35.0,10500000.0,Митино,Пятницкое шоссе,Пятницкое шоссе,"(55.853634, 37.353108)"
real_estate_agent,3,12,1,36.0,12500000.0,Новогиреево,Союзный проспект,Новогиреево,"(55.752237, 37.814587)"
real_estate_agent,1,12,1,27.4,8750000.0,Орехово-Борисово Северное,Домодедовская ,Домодедовская,"(55.610131, 37.717111)"
real_estate_agent,5,5,1,32.0,9690000.0,Царицыно,Кавказский бульвар,Кантемировская,"(55.636107, 37.656218)"
real_estate_agent,2,9,1,32.0,14500000.0,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,"(55.775697, 37.485071)"
developer,29,32,1,43.1,16047897.0,Западное Дегунино,Северный ао,Селигерская,"(55.866556, 37.547117)"
real_estate_agent,4,6,1,39.3,15500000.0,Хорошевский,2-й Хорошевский проезд,Полежаевская,"(55.777201, 37.517895)"
real_estate_agent,14,17,1,37.2,13900000.0,Фили-Давыдково, Герасима Курина,Славянский бульвар,"(55.729542, 37.470973)"
real_estate_agent,9,9,1,30.0,12500000.0,Богородское,Малая Черкизовская ,Преображенская площадь,"(55.796322, 37.713582)"
real_estate_agent,2,12,1,35.2,11200000.0,Коптево,бульвар Матроса Железняка,Коптево,"(55.839637, 37.520037)"
real_estate_agent,4,9,1,32.4,11300000.0,Лефортово,Сторожевая ,Лефортово,"(55.764693, 37.706757)"
real_estate_agent,1,9,1,32.0,11350000.0,Обручевский, Новаторов,Новаторская,"(55.669823, 37.52218)"
real_estate_agent,10,17,1,36.7,11300000.0,Москворечье-Сабурово,Кантемировская ,Кантемировская,"(55.636107, 37.656218)"
real_estate_agent,11,17,1,37.8,11300000.0,Солнцево,Солнцевский проспект,Солнцево,"(55.649, 37.3911)"
real_estate_agent,12,33,1,34.0,11500000.0,Западное Дегунино,Базовская ,Грачёвская,"(55.869444, 37.509167)"
real_estate_agent,19,25,1,34.5,11500000.0,Чертаново Южное,Варшавское шоссе,Красный Строитель,"(55.589798, 37.615093)"
real_estate_agent,3,5,1,30.0,11500000.0,Преображенское,Просторная ,Бульвар Рокоссовского,"(55.814916, 37.732227)"
real_estate_agent,14,16,1,35.0,11500000.0,Теплый Стан, Теплый Стан,Тёплый Стан,"(55.61873, 37.505912)"
real_estate_agent,7,12,1,40.0,11500000.0,Восточное Дегунино,Дубнинская ,Дегунино,"(55.865576, 37.573232)"
real_estate_agent,3,16,1,42.4,11500000.0,Южное Бутово, Адмирала Лазарева,Бульвар Адмирала Ушакова,"(55.545207, 37.542329)"
real_estate_agent,12,17,1,38.8,11490000.0,Новокосино,Городецкая ,Новокосино,"(55.745113, 37.864052)"
real_estate_agent,2,12,1,38.9,11500000.0,Свиблово, Амундсена,Свиблово,"(55.855558, 37.653379)"
developer,15,20,1,27.9,11564550.0,Головинский,Михалковская ,Коптево,"(55.839637, 37.520037)"
real_estate_agent,8,9,1,38.0,11590000.0,Лосиноостровский,Норильская ,Медведково,"(55.888103, 37.661562)"
developer,2,9,1,41.96,11750000.0,Косино-Ухтомский, Николая Старостина,Реутов,"(55.751389, 37.855833)"
real_estate_agent,8,9,1,31.8,11700000.0,Кунцево,Рублевское шоссе,Молодёжная,"(55.741375, 37.415627)"
developer,28,30,1,37.5,11878125.0,Черемушки, Наметкина,Воронцовская,"(55.658845, 37.539446)"
real_estate_agent,13,24,1,31.6,11800000.0,Текстильщики,1-й Грайвороновский проезд,Текстильщики,"(55.707725, 37.728406)"
developer,6,30,1,33.8,11963780.0,Рязанский,Рязанский проспект,Окская,"(55.718623, 37.781272)"
realtor,4,9,1,33.0,11900000.0,Северное Измайлово,13-я Парковая ,Щёлковская,"(55.809962, 37.798261)"
real_estate_agent,5,14,1,33.0,11999000.0,Алексеевский,Маломосковская ,ВДНХ,"(55.819626, 37.640751)"
developer,14,17,1,34.0,12034980.0,Царицыно,Севанская ,Каширская,"(55.654462, 37.647639)"
real_estate_agent,7,9,1,33.0,12000000.0,Строгино, Маршала Катукова,Строгино,"(55.803831, 37.402405)"
real_estate_agent,8,9,1,32.0,12000000.0,Кузьминки,Волгоградский проспект,Кузьминки,"(55.705493, 37.763295)"
developer,6,36,1,44.7,12203100.0,Ярославский,проспект Мира,Ростокино,"(55.839444, 37.667778)"
real_estate_agent,6,33,1,36.2,12300000.0,Нижегородский,Газгольдерная ,Нижегородская,"(55.731835, 37.729404)"
real_estate_agent,8,18,1,36.9,12290000.0,Северный,бульвар Академика Ландау,Физтех,"(55.921536, 37.546498)"
real_estate_agent,7,9,1,38.7,12300000.0,Кузьминки,Волжский бульвар,Кузьминки,"(55.705493, 37.763295)"
real_estate_agent,18,22,1,47.0,12300000.0,Ивановское,шоссе Энтузиастов,Новогиреево,"(55.752237, 37.814587)"
developer,19,32,1,36.0,12448080.0,Царицыно,Севанская ,Каширская,"(55.654462, 37.647639)"
real_estate_agent,24,24,1,44.0,12400000.0,Северное Бутово, Грина,Бульвар Дмитрия Донского,"(55.568201, 37.576856)"
unknown,11,12,1,37.2,12450000.0,Солнцево,Солнцевский проспект,Солнцево,"(55.649, 37.3911)"
real_estate_agent,29,33,1,38.6,12500000.0,Дмитровский,Лобненская ,Лианозово,"(55.898614, 37.544854)"
real_estate_agent,9,9,1,33.9,12550000.0,Можайский,Можайское шоссе,Рабочий посёлок,"(55.726918, 37.417877)"
real_estate_agent,15,16,1,35.1,12600000.0,Кунцево,Рублевское шоссе,Молодёжная,"(55.741375, 37.415627)"
real_estate_agent,13,16,1,35.4,12500000.0,Донской,Загородное шоссе,Крымская,"(55.690038, 37.605)"
